Title,Price,Capacity,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage
"Vieux Remparts 2019/20, Lussac St-Émilion","If you love Saint-Émilion but want a wine which is more pocket-friendly, then this is for you. Lussac is one of Saint-Émilion’s satellite appellations – and one of the only ones considered of high enough quality to use ‘Saint-Émilion’ in its name. Its wines are dupes for top-dollar Saint-Émilion – but at a fraction of the price. It’s mainly Merlot, with some Cabernet Franc and Cabernet Sauvignon to give it great structure. It’s super-smooth and silky, packed with black fruit flavours. Blackcurrants. Plums. Cherries. It’s really delicious claret – and perfect for drinking young. It’s ideal with roast lamb or strong cheeses.",£13.99 per bottle,75CL,Merlot,Natural Cork,10.1,per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied
"19 Crimes Red Blend, Australia","In 1788, 'punishment by transportation' to Australia became the sentence of choice for convicts in the UK. If you were guilty of one of 19 crimes, then you were chosen to build a new life across the world. This wine shows that, sometimes, it pays to break to rules. It's a Shiraz-dominated blend made from grapes sourced across South Eastern Australia. Aged in American oak, it has full flavours of vanilla, chocolate and cedar spice. A great partner for braised beef.",£9.99 per bottle,75CL,"Cabernet Sauvignon, Merlot, Petit Syrah",Screwcap,10.5,per bottle,Red,ABV 14.00%,South East Australia,Rich & Juicy
"Acacia Road Chardonnay 2020/22, South Africa","This South African Chardonnay hasn't seen a drop of oak, so its fruit really sings. Expect punchy aromas of melon and pineapple and subtle hints of vanilla and sweet spices. Sublime with roast chicken.",£7.99 per bottle,75CL,,Screwcap,9.8,per bottle,White,ABV 13.00%,Western Cape,Smooth & Light
"Acacia Road Chenin Blanc 2022/23, South Africa",Chenin Blanc has found a home in South Africa and this example shows exactly why with bright flavours of tropical fruit and apple followed by a honeyed yet refreshing finish.,£7.99 per bottle,75CL,,Screwcap,9.4,per bottle,White,ABV 12.50%,Western Cape,Aromatic & Floral
"Acacia Road Merlot 2022/23, South Africa",It's the weeknight sipper to bring a splash of sun to your sofa. Gentle oak influence gifts a silkiness to a bouquet of dark plum and blackcurrants. This really is a steal at a pocket-friendly price.,£7.99 per bottle,75CL,,Screwcap,9.8,per bottle,Red,ABV 13.00%,Western Cape,Soft & Fruity
Acacia Road Sauvignon Blanc 2022/23,South Africa is a fabulous place to look for innovative and great value wines.  This Sauvignon is lively and fresh with an abundance of zingy grapefuit and apple flavours softened by hints of ripe melon. Grapefruit and green apple shine from the glass with a lovely honeydew melon to soften the finish. A marvellous addition to a lovely fish dish or mixed vegetable platter.,£7.99 per bottle,75CL,,Screwcap,9.4,per bottle,White,ABV 12.50%,Western Cape,Crisp & Zesty
"Alain Grignon Carignan 'Vieilles Vignes' 2022, Pays de l'Hérault","Carignan can be a little rough and ready. It’s usually used to make simple table wine, but this is something quite different. Everything is focussed on quality. It’s made using grapes from at least fifty-year-old vines – some are even a hundred years old. Such age means that the yield of grapes from each vine is tiny – and the flavours are really concentrated. Part of it is aged in oak to give it some good structure, but it’s still a really juicy, fresh wine. It was made to be really easy-drinking – and it really does slip down oh-so-easily. It’s packed with brambly fruit flavours. Blackberry. Cherry. A hint of vanilla and spice. This style of Carignan is absolutely delicious with roast pork or a meaty chicken casserole.",£8.99 per bottle,75CL,,Screwcap,9.8,per bottle,Red,ABV 13.00%,Languedoc-Roussillon,Rich & Juicy
Allegrini Amarone della Valpolicella Classico DOCG 2017/18,"Amarone is one of Italy’s most celebrated wines. Hailing from the Valpolicella region, it’s made from Corvina grapes that have been partially dried before crushing. This makes for concentrated dried-cherry aromas and a distinctly rich, powerful wine. Allegrini’s version, made in the heart of the prestigious Vapolicella Classico sub-region, strikes a happy balance between modernity and tradition. Expect intense notes of ripe dark fruit and spice. Try it with a fillet steak or Italian-style braised beef stew.",£79.99 per bottle,75CL,"Rondinella, Molinara",Natural Cork,12,per bottle,Red,ABV 16.00%,Veneto,Rich & Juicy
Alphonse Mellot 'Les Demoiselle' Organic Sancerre 2019/21,"The Mellots have a rich 507-year-history in Sancerre. One member was even appointed as Louis XIV's official wine advisor. Today, Alphonse Sr and Alphonse Jnr, the 18th and 19th generations, together craft biodynamic, organic Sancerre with a distinctly creamy character. This is deep and rich, with flavours of pink grapefruit, gunflint and oak. Serve at ten degrees with shellfish.",£39.99 per bottle,75CL,,Natural Cork,10.5,per bottle,White,ABV 14.00%,Loire,Fresh & Elegant 
Alphonse Mellot 'Les Demoiselles' Organic Sancerre Rouge 2019/20,"The Mellots have a rich 507-year-history in Sancerre. One member was even appointed as Louis XIV's official wine advisor. Today, Alphonse Sr and Alphonse Jnr, the 18th and 19th generations make this red biodynamically and organically. It has hints of raspberries, cherries, vanilla and cinnamon. A great alternative to red Burgundy that's fantastic with duck. Serve at room temperature.",£39.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Loire,Light & Elegant
Ammazza Montepulciano 2020/21,"''Ammazza translates as wow and that is what this wine does with its heady cherry flavours and extra body.  This is a modern take on traditional Italian reds - bold, characterful and  full of flavour.'' Great to drink on its own, but a secret to drinking Italian ... it's all about the food. Try with your mid-week pizza, or any other tomato based dishes.",£7.99 per bottle,75CL,,Screwcap,9.8,per bottle,Red,ABV 13.00%,Abruzzo,Soft & Fruity
"Ammazza Pinot Grigio 2020/21, Terre di Chieti IGT","Delle Venezie is famous for its Pinot Grigios – and three years ago, it was awarded DOC status to protect the quality of its wines, and to show the world exactly how delicious Pinot Grigio can be. DOC stands for Denominazione di Origine Controllata – and it means that wines here have a quality guarantee. This wine is a case in point. Zippy. Citrussy. Crisp. It’s a seriously refreshing glassful, full of zesty citrus flavours. It’s lemony. It’s refreshing. It’s got a lovely peach and white-blossom flavours too. Such a delicious Pinot Grigio makes a fantastic aperitif, but it’s also fantastic with salads.",£8.49 per bottle,75CL,,Screwcap,9,per bottle,White,ABV 12.00%,Abruzzo,Smooth & Light
"Anna's Way Viognier 2021/22, Marlborough","Marlborough has long been famed for excellent Sauvignon Blanc. But pioneering winemaker Louis Vavasour, who grew up on Marlborough vineyards, has discovered that the long sunshine hours also create the perfect conditions for complex, fruity Viognier. Expect flavours of ripe apricot, papaya and allspice, with a gentle stroke of acidity. Try this with roast pork and apple sauce.",£12.99 per bottle,75CL,,Screwcap,10.9,per bottle,White,ABV 14.50%,Marlborough,Aromatic & Floral
"Araldica Barbera d'Asti DOCG 2019/20, Italy","When it comes to lavish, supple reds that partner beautifully with richly-flavoured food you needn't look further than Italy. Indulge in Araldica Barbera's cocoa-and-spice-stroked palate of red cherry and dried fruit.",£9.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Piedmont,Soft & Fruity
Araldica Barolo DOCG 2018/19,"In the belief that the best Barolo's delicate and aromatic, Araldica rests its this for at least two years in oak and another in the bottle. It's not until four years after the harvest has finished that this is released. Taste the benefits of patience in a full-bodied palate that's chock full of rich red fruits, sweet spices, a balancing earthiness and a brooding hint of smoke.",£21.99 per bottle,75CL,,Natural Cork,10.5,per bottle,Red,ABV 14.00%,Piedmont,Smooth & Mellow
"Avior Malbec 2020/21, Argentina","A top-drawer Argentine Malbec at an everyday price. Impossible – or is it? We challenged our buyers to find a wine which was great value – and great quality. They tasted more than fifty – and this one was the hands-down winner. What makes it a cut above? The intense concentration of flavours. It’s rich. It’s ripe. It’s smooth. It’s a textbook Mendoza Malbec, packed with those classic black berry and red-fruit flavours. Think blackberries, cherries and a touch of the floral, violet aromas which mark it out as a high-quality wine. We think our buyers have hit it out of the park – and we’re sure that you’ll love it just as much as we do. And with a juicy, fruity Argentinian Malbec like this there’s nothing better than a beefsteak burger. Delicious.",£7.99 per bottle,75CL,,Screwcap,9.8,per bottle,Red,ABV 13.00%,San Juan,Smooth & Mellow
"Babich Organic Sauvignon Blanc 2022, Marlborough","Babich own one of the first vineyards to ever be planted in New Zealand.  As a result, this is a real benchmark organic Sauvignon Blanc. It's fresh and ripe, with notes of stone fruit, lime and apple and a mouth-watering finish. Try it with a light salad or white fish.",£15.99 per bottle,75CL,,Screwcap,9.8,per bottle,White,ABV 13.00%,Marlborough,Crisp & Zesty
"Bodega Matsu ‘El Viejo’ 2019/20, Toro","Matsu translates from Japanese as ‘to wait’. It perfectly captures the patient philosophy of Bodega Matsu on their Toro vineyards. This is their remarkable flagship wine. It's sourced from a vineyard that’s now in its second century. The mature vines make for an intensely flavoured, complex wine. Despite the region’s hot and dry climate, it's also incredibly elegant. And unlike neighbouring Ribera Del Duero, Toro wines don't demand the same price tag – making this fine wine even more extraordinary. It has notes of jammy black fruits, smoky, toasty spice and an elegant structure. Perfect for herb-crusted filet mignon.",£26.99 per bottle,75CL,,Natural Cork,11.3,per bottle,Red,ABV 15.00%,Castilla Y León,Savoury & Full Bodied
"Bodega Matsu 'El Picaro' 2021/22, Toro","Much like Ribera Del Duero, the Tempranillo grape is king in the region of Toro. Since the area is not as well-known as its famous neighbour, you can find excellent wines at a lower price. The region’s vineyards strive to survive the fiercely hot, dry climate. In the right hands, hard-working vines create complex and intensely flavoured wines. El Picaro translates as 'the rogue', which perfectly sums up this vibrant, charming wine. With just two months ageing in concrete vats, you can taste its youthful freshness – there’s notes of juicy blackberry and blueberry, liquorice and sweet spice. The perfect choice for cuts of roast beef.",£11.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Castilla Y León,Savoury & Full Bodied
"Bodega Matsu 'La Jefa' 2018/19, Toro","As soon as the team behind Bodega Matsu visited Toro, they knew they had to make wine there. 100-year-old vineyards, perfect soils and a goldilocks climate all pointed to a wine of exceptional quality. La Jefa is made there from these obscure, ancient vines – it's a century in the making, but it's well worth the wait. A wide variety of white grapes were picked by hand and fermented on lees in French oak. So you can expect a seriously lush texture and plenty of flavour. Discover notes of vanilla, ripe stone fruits and cream. Perfect with seafood.",£26.99 per bottle,75CL,,Natural Cork,9.8,per bottle,White,ABV 13.00%,Castilla Y León,Ripe & Rounded
